"component_name","final_classification","batch","priority","risk_level","effort","consumer_apps","repo_ui_status","spec_required","migration_complexity"
"OtpVerification","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"OtpVerificationView","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal|sso-portal","missing","no","high"
"Package Form","SPLIT","1.5","P0","HIGH","XL","admin-portal-boost","missing","no","high"
"Package Form Shell","KEEP_APP_LOCAL","N/A","P0","HIGH","XL","admin-portal-boost","missing","no","low"
"Package List","SPLIT","1.5","P0","HIGH","XL","admin-portal-boost","missing","no","high"
"Package List Shell","KEEP_APP_LOCAL","N/A","P0","HIGH","XL","admin-portal-boost","missing","no","low"
"PackageForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"PackageList","KEEP_APP_LOCAL","1.5","P2","LOW","M","admin-portal","missing","no","low"
"PaFormDeclaration","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"Page","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","customer-portal|teman-affiliate-portal","partial","no","low"
"Page ([idInsured])","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page ([idTrans])","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page ([method])","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page ([productName])","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-microsite","partial","no","low"
"Page (AddPerson)","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page (App)","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-microsite","partial","no","low"
"Page (CookiePolicy)","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite","partial","no","low"
"Page (FreeLookNotif)","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page (Login)","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-microsite","partial","no","low"
"Page (Method)","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page (Payment)","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page (Pending)","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page (PersonalInfo)","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page (PrivacyPolicy)","KEEP_APP_LOCAL","N/A","P1","HIGH","XS","agent-microsite","partial","no","low"
"Page (Success)","KEEP_APP_LOCAL","N/A","P0","HIGH","XS","agent-microsite","partial","no","low"
"Page (TermsAndConditions)","KEEP_APP_LOCAL","N/A","P1","HIGH","XS","agent-microsite","partial","no","low"
"Page (VerifyPayment)","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite","partial","no","low"
"PageContainer","ADOPT_WITH_ADAPTER","2","P0","LOW","XS","teman-affiliate-portal","partial","no","medium"
"PageHeader","KEEP_APP_LOCAL","N/A","P2","LOW","M","admin-portal","missing","no","low"
"PageHeaderContainer","KEEP_APP_LOCAL","1.5","P2","LOW","M","admin-portal","missing","no","low"
"PageHeaderShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","admin-portal","missing","no","low"
"PageManagementForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"PageManagementPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"PageNotFound","KEEP_APP_LOCAL","N/A","P2","LOW","XS","affiliate-admin|affiliate-portal|partner-portal","missing","no","low"
"PageTitle","KEEP_APP_LOCAL","N/A","P1","LOW","XS","claim-portal","missing","no","low"
"Pagination","NEW_SHARED_COMPONENT","4","P0","MEDIUM","S","admin-portal|admin-portal-boost|affiliate-admin|affiliate-portal|agent-admin|agent-portal|agent-web-portal|partner-portal|teman-affiliate-admin|teman-affiliate-portal|ticket-portal","partial","yes","medium"
"PaginationContainer","KEEP_APP_LOCAL","N/A","P0","MEDIUM","S","teman-affiliate-admin","missing","no","low"
"PaginationShell","NEW_SHARED_COMPONENT","4","P0","MEDIUM","S","teman-affiliate-admin","missing","yes","medium"
"PanelAssessment","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"PanelPayment","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"PaPackages","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"PaPackagesDetail","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"PaPackagesDetailInsurance","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"ParamEditPackageParamPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ParamParamAddBenefitPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ParamParamAddPackagePage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ParticipantInfoSection","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ParticipantOcr","KEEP_APP_LOCAL","N/A","P0","HIGH","S","customer-portal|ecommerce-teman","missing","no","low"
"PartnerCommForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"PartnerCommPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"PartnerManagementForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"PartnerManagementPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"PaSearch","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"PayeeConfigurationSection","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"PaymentFailed","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"PaymentHistoryPage","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","customer-portal","missing","no","low"
"PaymentHistoryTab","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"PaymentHistoryView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"PaymentIdCompletePaymentPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PaymentIdMetodePembayaranMethodCodeOtenticPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PaymentIdMetodePembayaranMethodCodeOtenticSuccessPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PaymentIdMetodePembayaranMethodPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PaymentIdMetodePembayaranPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PaymentIdPreviewPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PaymentIdVerifyPage","SPLIT","1.5","P0","HIGH","L","ecommerce-teman","missing","no","high"
"PaymentIdVerifyPageContainer","KEEP_APP_LOCAL","1.5","P0","HIGH","L","ecommerce-teman","missing","no","low"
"PaymentIdVerifyPageShell","KEEP_APP_LOCAL","N/A","P0","HIGH","L","ecommerce-teman","missing","no","low"
"PaymentMethodPage","SPLIT","1.5","P0","HIGH","XL","haruuz-microsite","partial","no","high"
"PaymentMethodPageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"PaymentMethodPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"PaymentPage","SPLIT","1.5","P0","HIGH","M","ecommerce-teman|haruuz-microsite","partial","no","high"
"PaymentPageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"PaymentPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"PaymentStatusPage","SPLIT","1.5","P1","MEDIUM","L","haruuz-microsite","partial","no","high"
"PaymentStatusPageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"PaymentStatusPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"PdfFile","KEEP_APP_LOCAL","N/A","P3","LOW","XS","ticket-portal","partial","no","low"
"PdfIframeViewer","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"PdpaNotice","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"PencilSquare","NEW_SHARED_COMPONENT","4","P3","LOW","XS","teman-affiliate-admin|ticket-portal","partial","yes","low"
"PendingRenewalsPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"PerformancePage","KEEP_APP_LOCAL","N/A","P1","HIGH","XS","admin-portal|agent-web-portal","partial","no","low"
"PersonalInfoPage","SPLIT","1.5","P0","HIGH","XL","haruuz-microsite","partial","no","high"
"PersonalInfoPageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"PersonalInfoPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"PersonCoveredInfoSection","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"PhoneIcon","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","agent-web-portal","partial","no","low"
"Pie","MIGRATE_AFTER_SPLIT","1.5","P0","LOW","M","teman-affiliate-admin|ticket-portal","partial","no","high"
"PieChart","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","admin-portal|admin-portal-boost|agent-admin","missing","no","low"
"PieChartComp","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"PieContainer","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"PieShell","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"Plan Selection Modal","KEEP_APP_LOCAL","N/A","P2","LOW","S","admin-portal-boost","missing","no","low"
"PlanAddView","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"PlanBenefitDetailsDrawer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","gegm-friendcover","partial","no","low"
"PlanCard","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","agent-microsite|teman-affiliate-portal","partial","no","low"
"PlanDescription","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"PlanDetailManagement","SPLIT","1.5","P1","high","XL","boost-product-fe","partial","no","high"
"PlanDetailManagementShell","KEEP_APP_LOCAL","N/A","P2","medium","XL","boost-product-fe","missing","no","low"
"PlanDetailPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin|boost-product-fe","partial","no","low"
"PlanDetailSection","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"PlanDetailsHeader","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"PlanDetailUploadPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"PlanDetailView","SPLIT","1.5","P0","HIGH","M","affiliate-admin|partner-portal","missing","no","high"
"PlanDetailViewShell","KEEP_APP_LOCAL","1.5","P2","HIGH","L","affiliate-admin","missing","no","low"
"PlanKeyBenefits","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"PlanList","SPLIT","1.5","P1","MEDIUM","XS","agent-microsite|gegm-friendcover","partial","no","high"
"PlanListPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"PlanListShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"PlanListTab","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","agent-web-portal","partial","no","low"
"PlanListView","SPLIT","1.5","P0","HIGH","M","affiliate-admin|partner-portal","missing","no","high"
"PlanListViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","M","affiliate-admin","missing","no","low"
"PlanManagement","SPLIT","1.5","P1","high","L","boost-product-fe","partial","no","high"
"PlanManagementShell","KEEP_APP_LOCAL","N/A","P2","medium","L","boost-product-fe","missing","no","low"
"PlanSelectionModal","KEEP_APP_LOCAL","1.5","P2","MEDIUM","S","admin-portal","missing","no","low"
"PlansPage","KEEP_APP_LOCAL","N/A","P3","low","S","boost-product-fe","partial","no","low"
"PlanUploadView","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"Plus","NEW_SHARED_COMPONENT","4","P3","LOW","XS","teman-affiliate-admin|ticket-portal","partial","yes","low"
"PngFile","KEEP_APP_LOCAL","N/A","P3","LOW","XS","ticket-portal","partial","no","low"
"PointProfile","SPLIT","1.5","P1","MEDIUM","M","mykawan-website","missing","no","high"
"PointProfileShell","KEEP_APP_LOCAL","N/A","P2","MEDIUM","M","mykawan-website","missing","no","low"
"Polar","MIGRATE_AFTER_SPLIT","1.5","P0","LOW","M","ticket-portal","partial","no","high"
"PolicyCategoryView","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"PolicyClaimPreviewView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"PolicyDetailPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"PolicyDetailView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","M","affiliate-admin|customer-portal|partner-portal","missing","no","high"
"PolicyDetailViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","M","affiliate-admin","missing","no","low"
"PolicyEndorsementDetailView","KEEP_APP_LOCAL","N/A","P0","HIGH","M","partner-portal","missing","no","low"
"PolicyEndorsementListView","KEEP_APP_LOCAL","N/A","P0","HIGH","M","partner-portal","missing","no","low"
"PolicyEndorsementUploadView","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"PolicyExportPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"PolicyExportView","SPLIT","1.5","P0","HIGH","M","affiliate-admin|partner-portal","missing","no","high"
"PolicyExportViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","M","affiliate-admin","missing","no","low"
"PolicyHolder","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"PolicyHolderBanner","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"PolicyImportView","KEEP_APP_LOCAL","N/A","P0","HIGH","M","partner-portal","missing","no","low"
"PolicyImportWithPreviewView","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"PolicyInsuredEdit","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"PolicyInsuredEditDynamicView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"PolicyInsuredEditView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"PolicyListPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"PolicyListView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","M","affiliate-admin|customer-portal|partner-portal","missing","no","high"
"PolicyListViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","M","affiliate-admin","missing","no","low"
"PolicyPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"PolicyParticipant","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PolicyParticipantEdit","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PolicyParticipantSaved","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PolicyPaymentFailedView","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"PolicyPaymentVerifyView","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"PolicyPaymentView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"PolicyRenewalView","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","customer-portal","missing","no","low"
"PolicyView","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"Popover","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","admin-portal|admin-portal-boost|agent-web-portal|partner-portal","partial","yes","medium"
"Popover primitives","NEW_SHARED_COMPONENT","4","P2","medium","M","boost-product-fe","partial","yes","medium"
"PortalDeclarationIdTransEditParticipantPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PortalDeclarationIdTransPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PortalDeclarationIdTransSuccessPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"PostalCodeDropdown","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"PostCarousel1","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","mykawan-website","missing","no","low"
"Power","NEW_SHARED_COMPONENT","4","P3","LOW","XS","teman-affiliate-admin|ticket-portal","partial","yes","low"
"PreviewPage","SPLIT","1.5","P0","HIGH","XL","haruuz-microsite","partial","no","high"
"PreviewPageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"PreviewPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"Product Category Form","SPLIT","1.5","P0","HIGH","M","admin-portal-boost","missing","no","high"
"Product Category Form Shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","admin-portal-boost","missing","no","low"
"Product Category Sidebar","SPLIT","1.5","P1","MEDIUM","M","admin-portal-boost","missing","no","high"
"Product Category Sidebar Shell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","admin-portal-boost","missing","no","low"
"Product Detail Tab","KEEP_APP_LOCAL","N/A","P2","LOW","S","admin-portal-boost","missing","no","low"
"Product Selection Modal","SPLIT","1.5","P1","MEDIUM","M","admin-portal-boost","missing","no","high"
"Product Selection Modal Shell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","admin-portal-boost","missing","no","low"
"ProductCategoryFilter","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ProductCategoryForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"ProductCategoryHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ProductCategoryPage","KEEP_APP_LOCAL","N/A","P1","HIGH","XS","admin-portal|ecommerce-teman|grab-landing-page","missing","no","low"
"ProductCategoryParamAddPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ProductCategoryParamParamPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ProductCategoryResultsPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"ProductCategorySlugDetailAsuransiPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"ProductCategorySlugFormDeklarasiPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"ProductCategorySlugFormPemegangPolisPage","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"ProductCategorySlugPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"ProductCategorySlugPerluasanPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"ProductCategorySlugRiplayPage","SPLIT","1.5","P2","LOW","M","ecommerce-teman","missing","no","high"
"ProductCategorySlugRiplayPageContainer","KEEP_APP_LOCAL","1.5","P2","LOW","M","ecommerce-teman","missing","no","low"
"ProductCategorySlugRiplayPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","M","ecommerce-teman","missing","no","low"
"ProductCategoryTable","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ProductDetailDialog","KEEP_APP_LOCAL","N/A","P2","medium","S","boost-product-fe","partial","no","low"
"ProductDetailManagement","SPLIT","1.5","P1","high","L","boost-product-fe","partial","no","high"
"ProductDetailManagementShell","KEEP_APP_LOCAL","N/A","P2","medium","M","boost-product-fe","missing","no","low"
